,1,2,3,4,5,6,7,8
3.0,14268,14337,14307,13932,14193,14105,14438,14390
6.0,14437,14507,14483,14085,14361,14176,14746,14541
10.0,14659,14730,14706,14342,14426,13242,14895,14765
