,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層1,3.0,低層,1,8059233,14469,557
6.0/F中層1,6.0,中層,1,8153366,14638,557
9.0/F高層1,9.0,高層,1,7690468,14962,514
3.0/F低層10,3.0,低層,10,7454160,14616,510
6.0/F中層10,6.0,中層,10,7956192,14816,537
9.0/F高層10,9.0,高層,10,8048019,14987,537
3.0/F低層11,3.0,低層,11,8097423,15079,537
6.0/F中層11,6.0,中層,11,8237043,15339,537
9.0/F高層11,9.0,高層,11,8290206,15438,537
3.0/F低層12,3.0,低層,12,7529815,14621,515
6.0/F中層12,6.0,中層,12,7617880,14792,515
9.0/F高層12,9.0,高層,12,7705945,14963,515
3.0/F低層13,3.0,低層,13,7529815,14621,515
6.0/F中層13,6.0,中層,13,7617880,14792,515
9.0/F高層13,9.0,高層,13,7705945,14963,515
3.0/F低層14,3.0,低層,14,7786500,14500,537
6.0/F中層14,6.0,中層,14,7877253,14669,537
9.0/F高層14,9.0,高層,14,7965858,14834,537
3.0/F低層15,3.0,低層,15,7863828,14644,537
6.0/F中層15,6.0,中層,15,7956192,14816,537
9.0/F高層15,9.0,高層,15,8048019,14987,537
3.0/F低層16,3.0,低層,16,8059233,14469,557
6.0/F中層16,6.0,中層,16,8153366,14638,557
9.0/F高層16,9.0,高層,16,7690468,14962,514
3.0/F低層2,3.0,低層,2,7863828,14644,537
6.0/F中層2,6.0,中層,2,7956192,14816,537
9.0/F高層2,9.0,高層,2,8048019,14987,537
3.0/F低層3,3.0,低層,3,7863828,14644,537
6.0/F中層3,6.0,中層,3,7956192,14816,537
9.0/F高層3,9.0,高層,3,8257986,15378,537
3.0/F低層4,3.0,低層,4,7529815,14621,515
6.0/F中層4,6.0,中層,4,7617880,14792,515
9.0/F高層4,9.0,高層,4,7705945,14963,515
3.0/F低層5,3.0,低層,5,7536510,14634,515
6.0/F中層5,6.0,中層,5,7617880,14792,515
9.0/F高層5,9.0,高層,5,7705945,14963,515
3.0/F低層6,3.0,低層,6,7863828,14644,537
6.0/F中層6,6.0,中層,6,7956192,14816,537
9.0/F高層6,9.0,高層,6,8048019,14987,537
3.0/F低層7,3.0,低層,7,7932564,14772,537
6.0/F中層7,6.0,中層,7,8146290,15170,537
9.0/F高層7,9.0,高層,7,8204823,15279,537
3.0/F低層8,3.0,低層,8,7514680,14620,514
6.0/F中層8,6.0,中層,8,8153366,14638,557
9.0/F高層8,9.0,高層,8,8248056,14808,557
3.0/F低層9,3.0,低層,9,7514680,14620,514
6.0/F中層9,6.0,中層,9,7602574,14791,514
9.0/F高層9,9.0,高層,9,7690468,14962,514
