,1,10,11,12,13,14,15,2,3,4,5,6,7,8
8.0,8181,8314,9284,8801,9297,8120,8131,8938,8127,8200,8069,8097,8419,8687
18.0,8534,8652,9634,9161,9661,8452,8463,9336,8442,8521,8400,8417,8783,9006
26.0,8836,8922,9924,9448,9954,8718,8728,9593,8694,8778,8666,8672,9081,9276
