,A,B,C,D,E,F,G,H
7.0,13524,13823,13887,12217,12935,13607,13660,13073
18.0,13959,14779,14493,12386,13643,14407,13524,13647
28.0,14934,15191,14964,12867,13992,15069,14800,14552
