,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,13809,13434,13151,14670,13331,13477,13114,14368,13305,13707,13814,13331,13305,13067,13330,13243
6.0,13504,13576,13307,14857,13451,13626,13270,14522,13463,14196,13975,13451,13463,13222,13400,13400
10.0,13688,13215,13307,15272,13435,13809,13466,14737,13444,13656,13702,13435,13444,13415,13385,13385
