,1,3,4,5,6,7,8
4.0,6389292,6389292,6389292,6389292,6389292,6405672,6389292
10.0,6537804,6537804,6537804,6537804,6537804,6559098,6537804
16.0,6686316,6686316,6686316,6686316,6686316,6713070,6686316
