,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,7734502,7679637,7679637,7433510,7363470,7679637,7679637,7914970,7637214,7395027,7363470,7382525,7679637,7679637,7914970,7914970
6.0,7847573,7777908,7777908,7555565,7458230,7777908,7777908,8015787,7927194,7698432,7458230,7476770,7777908,7777908,8015787,8015787
9.0,7944491,7873494,7873494,7612730,5760436,7873494,7873494,7534212,8019558,7795629,7725515,7568440,7873494,7873494,8112705,8112705
