,1,10,11,111,114,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,7953960,8109237,7471281,7471281,7471281,7155925,6327402,7871883,7578144,7813596,7472355,7471281,7102365,7442265,7471281,7471281,7935579,8416827
6.0,8096552,8522727,7708098,7708098,7708098,7380465,7380465,7976061,7494909,7951175,7557201,7708098,7092580,7530330,7708098,7708098,7941706,8217978
9.0,8048650,8120514,7766631,7766631,7766631,7481920,7454110,7923972,7514241,8043637,7753206,7766631,7472650,7489645,7766631,7766631,8018015,8170076
