,1,1256,2,3,4,5,6,7,8
5.0,15811,,15943,15419,14933,15412,15221,15419,15419
14.0,16550,,16665,16041,15901,16033,15920,16041,16041
22.0,16956,,17285,16614,16458,16608,16502,16614,16614
