,1,10,11,110,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,8073158,7848255,7744077,6044318,7153350,7096700,7835367,7762335,7083948,7835367,7981968,7102880,7102880,7835367,7856310,8073158,8073158
6.0,7892133,7936323,7612512,6124174,7390250,7323815,7672656,7878327,7871524,7672656,7243593,7348020,7348020,7672656,7722597,7892133,7892133
9.0,7986823,8260134,7703265,6197520,7469045,7411365,7764483,8186565,7965100,8078091,7571163,7435570,7435570,7764483,7815498,7420618,7986823
