,A,B,C,D,E,F,G,H
7.0,9330,9470,9886,9534,10329,10033,9918,9846
20.0,9739,9935,10277,9961,10887,10877,10018,8694
33.0,9371,8898,10531,10145,11173,11407,10097,10425
