,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,4931751,4723164,4791642,4467372,4463791,4001130,4001130,4487574,4723164,4672866,4483808,4524156,4001130,4045368,4482114,4889566
20.0,4220370,4503807,4994649,4654764,4712651,4203840,4203840,4699667,4974147,4921686,4739160,4770402,4203840,4267872,4701582,5147100
32.0,5439930,4679948,5239078,4902794,4971249,4428291,4428291,4954442,5225922,5172102,4993178,4994254,4428291,4467694,4959822,5430255
