,A,B,C,D,E,F,G,H
15.0,7157590,5496624,5726720,7151358,5709960,5757952,5469184,7134778
32.0,6875242,5808128,5711360,5821937,7098131,6162944,6000128,7661229
49.0,5890266,5660424,8081689,8151660,8275785,5906880,6056568,5926778
