,1,2,3,4,5,6,7,8
8.0,5332184,5332184,5332184,4890864,5363985,5277668,5299734,4709793
22.0,5598274,5598274,5598274,5006386,5636565,5545705,5568420,4857116
34.0,5110226,5110226,5110226,5078425,5914337,5159550,5364634,4959009
