,1,10A,11,13,14,15,16,17,18,3,4,5A,5B,6,7,8,9
2.0,5422720,,4737670,4737670,5408000,4020380,3189550,3218620,3228740,5052145,5093200,2875080,7417260,3321600,3388350,4425680,4259600
5.0,5507840,,3663360,3663360,5492480,4103190,3239145,3384000,3418008,5131875,5162815,2919540,3525405,3372960,3441270,4492320,4309280
8.0,5468125,,3719010,3493700,5576320,4163705,3294600,3435360,3472700,5210415,5241355,2964000,3558230,3545280,3288740,3607230,4341020
