,A,B,C,D,E,F,G,H,J,K,L,M
15.0,1092,852,765,593,676,559,828,758,583,574,593,590
28.0,1092,852,765,593,676,559,828,758,583,574,593,590
42.0,1092,852,765,593,676,559,828,758,583,574,592,590
