,1,10A,11,13,14,15,16,17,18,3,4,5A,5B,6,7,8,9
2.0,640,,530,530,640,455,455,460,460,595,595,380,890,480,490,490,460
5.0,640,,530,530,640,455,455,480,484,595,595,380,505,480,490,490,460
8.0,625,,530,490,640,455,456,480,484,595,595,380,505,480,455,510,460
