,A,B,C,D,E,F,G,H,J,K,L,M
3.0,5322540,4703450,5159075,5166020,4664640,5150575,5251590,4682880,4737475,5172040,5654400,5156950
6.0,5277820,4773275,5131450,5263200,4779840,5226650,5328130,4764960,4810150,5153120,5647275,5233875
10.0,5382310,4866375,5249175,5367690,4872960,5330350,5433480,4858080,5017125,5341890,5760800,5338425
