,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層1,6.0,低層,1,4552660,10490,434
18.0/F中層1,18.0,中層,1,4829552,11128,434
28.0/F高層1,28.0,高層,1,5062610,11665,434
6.0/F低層2,6.0,低層,2,4414896,10664,414
18.0/F中層2,18.0,中層,2,4694760,11340,414
28.0/F高層2,28.0,高層,2,4920804,11886,414
6.0/F低層3,6.0,低層,3,5564940,10155,548
18.0/F中層3,18.0,中層,3,5912920,10790,548
28.0/F高層3,28.0,高層,3,6194044,11303,548
6.0/F低層4,6.0,低層,4,5939576,10457,568
18.0/F中層4,18.0,中層,4,6292304,11078,568
28.0/F高層4,28.0,高層,4,6590504,11603,568
6.0/F低層5,6.0,低層,5,5265722,12133,434
18.0/F中層5,18.0,中層,5,5526122,12733,434
28.0/F高層5,28.0,高層,5,5779144,13316,434
6.0/F低層6,6.0,低層,6,4461264,10776,414
18.0/F中層6,18.0,中層,6,4727052,11418,414
28.0/F高層6,28.0,高層,6,4959306,11979,414
6.0/F低層7,6.0,低層,7,5564940,10155,548
18.0/F中層7,18.0,中層,7,5912920,10790,548
28.0/F高層7,28.0,高層,7,6194044,11303,548
6.0/F低層8,6.0,低層,8,5734528,10096,568
18.0/F中層8,18.0,中層,8,6255384,11013,568
28.0/F高層8,28.0,高層,8,6544496,11522,568
