,1,10,11,12,2,3,4,5,6,7,8,9
8.0,420,463,440,506,440,435,435,445,445,450,435,645
15.0,420,463,440,506,440,435,435,445,445,450,435,645
22.0,420,463,440,506,440,435,435,445,445,450,435,645
