,10,16,29,35,38,44,46,47,8
9.0,1388047,1799115,1409492,1388047,1388047,1456466,1375859,1388047,1399958
14.0,1846482,1846482,1874684,1846482,1846482,1728203,1407714,1846482,1432090
19.0,1893572,1893572,1922680,1893572,1893572,1770584,1439569,1893572,1463945
