,1,11,13,14,16,2,20,21,22,4,5,6,8,9
7.0,381,443,447,443,485,443,489,489,443,489,489,443,485,485
18.0,381,443,447,443,485,443,489,489,443,489,489,443,485,485
29.0,381,443,447,443,485,443,489,489,443,489,489,443,485,485
