,1,2,3,4,5,6,7
3.0,3353472,3053664,3458355,3555674,3508089,3744300,3210908
6.0,3404968,3101136,3536947,3624442,3567954,3809400,3265044
9.0,3455480,3126669,3590365,3671720,3621986,3867150,3314088
