,A,B,C,D,E,F,G,H,J,K,L,M
16.0,17938,19092,17690,19932,18859,19767,19954,19416,22401,22301,22344,17676
30.0,19875,19255,19645,20507,19839,22004,21706,19782,22334,21752,20675,19344
44.0,22738,21473,22088,23216,22761,23474,25174,22550,26329,24382,24799,22636
