,1,10,11,12,2,3,4,5,6,7,8,9
8.0,11056,10830,10958,10492,9511,11734,10882,10930,10933,10685,11094,9255
15.0,11539,11298,11434,10940,9878,11601,11329,11404,11396,11108,11584,9556
22.0,12035,11779,11921,11401,11567,12618,11788,11858,11870,11536,12164,10329
