,1,2,3,4,5,6,7,8
9.0,6330350,6442800,5073662,5156140,6351800,6344650,5308779,5229510
21.0,6750250,6765850,5420272,5437476,6785350,6769750,5602938,5510340
34.0,7215650,7265700,5726402,5585734,7288450,7266350,5947524,5528050
