,1,11,2,4,7,8,9
6.0,2165562,2727868,1784094,2473765,2441312,2238626,2245412
13.0,2312646,2818270,1846038,2557175,2521776,2315911,2322320
21.0,2324427,2922010,1916526,2653316,2614652,2404883,2410915
