,A,B,C,D,E,F,G,H,J,K,L,M
16.0,832,830,598,449,764,909,380,543,500,569,592,592
30.0,832,830,598,449,764,909,380,543,500,569,592,592
44.0,832,830,598,449,764,909,380,543,500,569,592,592
