,A,B,C,D,E,F,G,H,I,J
3.0,5984160,5984160,6124145,5465950,6184620,5984160,5881720,6170040,5698700,5859320
6.0,6077240,6077240,6219375,5542390,6280740,6077240,5975320,6266160,5786900,6025170
10.0,6199960,6199960,6345635,5649700,6408180,6199960,6266520,6393600,5904010,6152500
