,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,5241395,4516828,4873000,5060172,5030832,4952740,4873000,3922014,4005834,4845534,4909769,4873000,5275821,5342814,4810980,4947867,4986285,4873000,4959465,5299380,4873000,4919515,5120630,5214720
18.0,5546460,5043555,5155634,5476311,5469465,5241133,5155634,4840986,4825365,5104689,5272143,5155634,5582913,5786826,5155634,5153419,5234605,5155634,5295162,5569659,5155634,5204807,5536275,5535790
29.0,5672075,5249107,5419662,5603451,5688048,5447128,5485226,5151120,4959858,5465291,5631859,5189302,5688048,6179982,5419662,5507819,5531910,5419662,5464128,5765067,5419662,5558764,5644915,5469345
