,lumpSum_avg,npsf_avg,final_address,lumpSum_whole floor,npsf_whole floor,nfa_whole floor,nfa_avg,lumpSum_change,npsf_change
2020-12-15,3664882.0,9094.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3664882.0,9094.0,403.0,,0.04169530355097373,0.04169530355097373
2020-11-15,3518190.0,8730.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3518190.0,8730.0,403.0,,-0.10341994454143988,-0.10341994454143988
2020-10-15,3924011.0,9737.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3924011.0,9737.0,403.0,,0.023224043715847076,0.023224043715847076
2020-9-15,3834948.0,9516.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3834948.0,9516.0,403.0,,0.10896165948024716,0.10896165948024716
2020-8-15,3458143.0,8581.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3458143.0,8581.0,403.0,,-0.07041490629400937,-0.07041490629400937
2020-7-15,3720093.0,9231.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3720093.0,9231.0,403.0,,0.007971172745140809,0.007971172745140809
2020-6-15,3690674.0,9158.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3690674.0,9158.0,403.0,,-0.08079895613770949,-0.08079895613770949
2020-5-15,4015089.0,9963.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",4015089.0,9963.0,403.0,,0.03630122737674224,0.03630122737674224
2020-4-15,3874442.0,9614.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3874442.0,9614.0,403.0,,0.01810865191146882,0.01810865191146882
2020-3-15,3805529.0,9443.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3805529.0,9443.0,403.0,,-0.002956393200295615,-0.002956393200295615
2020-2-15,3816813.0,9471.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3816813.0,9471.0,403.0,,0.08937198067632846,0.08937198067632846
2020-1-15,3503682.0,8694.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3503682.0,8694.0,403.0,,0.001612903225806539,0.001612903225806539
2019-12-15,3498040.0,8680.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3498040.0,8680.0,403.0,,-0.09930476289301648,-0.09930476289301648
2019-11-15,3883711.0,9637.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3883711.0,9637.0,403.0,,-0.027547931382441937,-0.027547931382441937
2019-10-15,3993730.0,9910.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3993730.0,9910.0,403.0,,0.03369145718160005,0.03369145718160005
2019-9-15,3863561.0,9587.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3863561.0,9587.0,403.0,,-0.21327753159363205,-0.21327753159363205
2019-8-15,4910958.0,12186.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",4910958.0,12186.0,403.0,,0.21024927996821918,0.21024927996821918
2019-7-15,4057807.0,10069.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",4057807.0,10069.0,403.0,,-0.0188072500487233,-0.018807250048723412
2019-6-15,4135585.9999999995,10262.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",4135585.9999999995,10262.0,403.0,,0.01876302988186218,0.018763029881862403
2019-5-15,4059419.0000000005,10073.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",4059419.0000000005,10073.0,403.0,,0.04275362318840581,0.04275362318840581
2019-4-15,3892980.0,9660.0,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",3892980.0,9660.0,403.0,,,
2019-3-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2019-2-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2019-1-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-12-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-11-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-10-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-9-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-8-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-7-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-6-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-5-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-4-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-3-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-2-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2018-1-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-12-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-11-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-10-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-9-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-8-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-7-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-6-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-5-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-4-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-3-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-2-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2017-1-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2016-12-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2016-11-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2016-10-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2016-9-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2016-8-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
2016-7-15,,,"WAI SHING MANSION,AMOY ST|偉誠樓,廈門街",,,403.0,,,
