,A,B,C,D,E,F,G,H
7.0,15681,14768,15583,15553,15630,15652,15599,16946
17.0,15658,15658,16529,16717,16562,16599,16544,16544
27.0,16568,16568,17723,17688,17844,17900,17505,17505
