,1,10,11,12,2,3,4,5,6,7,8,9
5.0,4965730,4929925,4623680,4709440,4964700,4803200,4966482,4850240,4686720,4882955,5237160,4900860
12.0,5169780,5133590,4784640,5027840,4964320,4995480,5212812,5080640,4996480,5048505,5351160,5101880
19.0,5382685,5370750,5003840,5248640,5177120,5207140,5429426,5249280,5079680,5264490,5010680,5313160
