,A,B,C,D,E,F,G,H,J,K
14.0,9764062,12229226,6302835,10141360,8346850,8891990,10115200,6920760,11455112,9184063
30.0,10151225,13536534,7189437,11634115,8661130,9334310,11365975,6654972,12790316,10106495
46.0,10950898,13795840,7681209,11292400,9286295,9702910,11047150,8113596,13043916,10190488
