,A,B,C,D,E,F,G,H
7.0,13933,13913,13650,14547,14603,13929,13787,14447
13.0,14481,14463,14253,15056,15028,14448,14298,14929
19.0,13905,15694,14843,15988,15931,15358,14821,15445
