,1,10,11,12,2,3,4,45,5,6,7,8,9
6.0,5309460,5309460,4748960,4675930,4945505,4865630,5419050,11499950,4738240,4706080,5358990,4900065,5194435
13.0,5385120,5541900,4946275,4842760,5195780,5137205,5849220,11958875,4932205,4879610,5595720,5181580,5368821
20.0,5766540,5766540,5151630,5036390,5380025,5304410,6104670,12423600,5152635,4930195,5818800,5687877,5288435
