,A,B,C,D,E,F,G,H,J,K,L,M
3.0,6211600,4933580,4639080,4319155,4927290,5682872,4593740,4366280,4641000,4641000,4861660,5119530
8.0,6402824,5071590,4791505,4449805,5066410,5866464,4626380,4500920,4771220,4771220,5004120,5262270
13.0,4924381,5222550,4912440,5112435,5217000,6057688,4862340,4644400,4913680,4913680,5147260,5418660
