,A,B,C,D,E,F,G,H,J,K
7.0,6364505,6032950,6475200,6454300,5897300,6019860,4861200,5316600,5505720,5718240
16.0,6696290,6544300,6796300,6736260,6288640,6333360,5224500,5769600,6081240,6087840
25.0,8669765,6913550,8396150,8519630,6653120,7218750,6089020,6120740,6505290,6563370
