,1,2,3,4,5,6,7,8,9
4.0,5993850,5207300,5448530,5932005,5250000,5294520,5220700,5491530,5448530
8.0,6217980,5458420,5580970,6072900,5319300,5423040,5347275,5624830,5580970
13.0,6310515,5614510,5737490,6248670,5536860,5576340,5497090,5782640,5737490
