,1,10,11,12,13,14,15,16,17,18,2,20,219,4,5,6,7,9
3.0,564,559,630,559,470,670,635,635,595,745,595,715,485,635,670,470,630,630
6.0,564,559,630,559,470,670,635,635,595,745,595,715,485,635,670,470,630,630
8.0,564,559,630,559,470,670,635,635,595,745,595,715,485,635,670,470,630,630
