,1,12,2,3,4,5,6,7,8
4.0,4779360,8358240,3879000,3891300,4680800,4518690,3948000,3730200,4779360
8.0,4895640,8564160,3968400,3980100,4770400,4630560,4036800,3954000,4895640
13.0,3859625,11425920,4081500,4092600,4074300,5146192,4148700,3769800,5041800
