,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9
3.0,10589,12336,12291,12335,9722,12383,9950,10271,9597,10216,10216,9890,11781,11154,9686,10175,10216,10250,10503,10503,10225,9930,10714,10503,10301,10792,10477,9950,12586,12100
8.0,11124,12711,12660,12705,9896,12685,10249,10444,9739,10521,10521,10188,12030,11601,10203,10694,10521,10386,10818,10818,10363,10229,10941,10818,10615,11097,10792,10249,12961,12469
12.0,11384,13074,12972,13019,10140,12913,10496,10304,13654,10774,10774,10433,12325,11783,10350,10953,10774,10296,10581,11078,10787,10348,11198,11078,10870,11344,10165,10496,13264,12782
