,A,B,C,D,E,F,G,H,J,K
14.0,19646,19289,19635,18608,17210,18334,18560,21560,18068,18479
30.0,20425,21351,22397,21347,17858,19246,20855,20732,20174,20335
46.0,22034,21760,23929,20720,19147,20006,20270,25276,20574,20504
