,1,10,2,3,5,6,7,8,9
3.0,13891,13773,13828,13993,12499,13891,10797,13993,10727
8.0,14471,14347,14404,11208,13062,14471,11288,11208,11217
13.0,15052,12054,14977,11697,12274,15052,11785,11697,11707
