,A,B,C,D,E,F,G,H,J,K
5.0,6344662,6591635,7298640,6847774,6643554,6643554,6552790,7383420,6540157,6501278
10.0,6701917,6963145,7709040,6905132,7017639,7017639,6922002,7793280,6908603,6867904
16.0,7141364,7420985,8214480,7363032,7478766,7478766,7377010,8249040,7207785,7319136
