,A,B,C,D,E,F,G,H,J,K
4.0,14412,14654,13791,14196,14083,13662,14331,14163,14305,14306
10.0,15227,15539,14636,15034,14919,14231,15173,14998,15164,15152
16.0,16071,16415,15480,15867,15748,15118,15919,15828,16019,15995
