,1,10,2,3,4,5,6,8,9
3.0,12821,12874,12861,12849,12851,12874,12991,12844,12851
8.0,13375,13443,13423,13408,13408,13190,13564,13400,13408
13.0,13945,14013,13987,13967,13965,14013,14139,13957,13965
