,1,11,13,3,4,5,6,7,8
4.0,11749,11738,11924,11767,11764,11749,12148,12671,11749
6.0,11954,11943,12133,11972,11970,11954,12359,12893,11954
9.0,12250,12239,12434,12269,12269,12250,12666,12979,12250
