,1,10,2,3,5,6,7,8,9
3.0,8279036,7630242,6706580,7346325,6924446,8279036,5236545,7346325,5567313
8.0,8624716,7948238,6985940,5884200,7236348,8624716,5474680,5884200,5821623
13.0,8970992,6677916,7263845,6140925,6799796,8970992,5715725,6140925,6075933
