,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,12452602,17866,697,227,3,KHMT
12.0/F中層A,12.0,中層,A,12718856,18248,697,341,3,KHMT
18.0/F高層A,18.0,高層,A,13672352,19616,697,254,3,KHMT
7.0/F低層B,7.0,低層,B,17628687,18537,951,157,2,KHMT
12.0/F中層B,12.0,中層,B,18383781,19331,951,167,2,KHMT
18.0/F高層B,18.0,高層,B,42389568,23088,1836,167,2,KHMT
7.0/F低層C,7.0,低層,C,9601480,18116,530,196,2,KHMT
12.0/F中層C,12.0,中層,C,9913650,18705,530,152,2,KHMT
18.0/F高層C,18.0,高層,C,10359380,19546,530,149,2,KHMT
7.0/F低層D,7.0,低層,D,8860010,16717,530,46,1,KHMT
12.0/F中層D,12.0,中層,D,9269700,17490,530,51,1,KHMT
18.0/F高層D,18.0,高層,D,23437648,20852,1124,176,3,KHMT
7.0/F低層E,7.0,低層,E,17475576,18376,951,121,2,KHMT
12.0/F中層E,12.0,中層,E,18225915,19165,951,129,2,KHMT
18.0/F高層E,18.0,高層,E,19075158,20058,951,129,2,KHMT
7.0/F低層F,7.0,低層,F,12292609,17387,707,115,2,KHMT
12.0/F中層F,12.0,中層,F,12836292,18156,707,123,2,KHMT
18.0/F高層F,18.0,高層,F,13425223,18989,707,123,2,KHMT
