,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
8.0,213,213,213,426,601,601,539,539,432,432,426,426,213,601,596,539,535,432,432,426
20.0,212,212,212,423,596,601,535,535,432,432,423,429,212,596,596,535,535,432,432,423
33.0,211,211,211,421,596,601,531,535,426,432,421,421,211,592,592,531,531,426,426,421
