,1,2,3,4,5,6,7,8,9
3.0,7593040,6167745,6683775,5967462,7069594,7635952,5758890,6733650,6610503
8.0,7918456,6433040,6970950,6213987,7381496,7962560,5990235,7025550,6894915
12.0,8171160,6639165,7194600,7116528,7634674,8217052,6177445,7252350,7116528
