,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層1,4.0,低層,1,6589409,11959,551,326,4,NST
8.0/F中層1,8.0,中層,1,6708425,12175,551,338,4,NST
13.0/F高層1,13.0,高層,1,6931580,12580,551,386,4,NST
4.0/F低層2,4.0,低層,2,5862672,11916,492,361,4,NST
8.0/F中層2,8.0,中層,2,5965992,12126,492,372,4,NST
13.0/F高層2,13.0,高層,2,6103752,12406,492,365,4,NST
4.0/F低層3,4.0,低層,3,6045204,12287,492,327,3,NST
8.0/F中層3,8.0,中層,3,6153936,12508,492,337,3,NST
13.0/F高層3,13.0,高層,3,6290220,12785,492,336,3,NST
4.0/F低層4,4.0,低層,4,6544227,11877,551,297,4,NST
8.0/F中層4,8.0,中層,4,6661039,12089,551,307,4,NST
13.0/F高層4,13.0,高層,4,6815319,12369,551,303,4,NST
4.0/F低層5,4.0,低層,5,6544227,11877,551,297,4,NST
8.0/F中層5,8.0,中層,5,6661039,12089,551,307,4,NST
13.0/F高層5,13.0,高層,5,6815319,12369,551,303,4,NST
4.0/F低層6,4.0,低層,6,5929584,12052,492,363,4,NST
8.0/F中層6,8.0,中層,6,6034872,12266,492,375,4,NST
13.0/F高層6,13.0,高層,6,6173124,12547,492,373,4,NST
4.0/F低層7,4.0,低層,7,5934996,12063,492,345,4,NST
8.0/F中層7,8.0,中層,7,6024048,12244,492,345,4,NST
13.0/F高層7,13.0,高層,7,6149016,12498,492,332,4,NST
4.0/F低層8,4.0,低層,8,6544227,11877,551,297,4,NST
8.0/F中層8,8.0,中層,8,6661039,12089,551,307,4,NST
13.0/F高層8,13.0,高層,8,6815319,12369,551,303,4,NST
