,10,11,13,14,15,16,17,18,3,5,6,7,8,9
8.0,566,376,443,376,566,375,385,381,566,385,544,544,385,375
18.0,566,376,443,376,566,375,385,381,566,385,544,544,385,375
28.0,566,376,443,376,566,375,385,381,566,385,544,544,385,375
