,A,B,C,D,E,F,G
3.0,13659972,11283349,9917478,8268255,8462122,9995335,12088615
8.0,13969072,11536867,10142199,8459175,8657117,10211784,12617825
12.0,14217476,11740940,13348314,8612685,8813113,10408481,12528065
