,A,B,C,D,E,F,G,H,J,K,L,M
5.0,428,591,591,591,591,428,428,591,593,593,493,482
14.0,428,591,591,591,591,428,428,591,593,593,483,482
23.0,428,591,591,591,591,428,428,591,593,593,483,482
