,1,10,11,15,16,18,3,7
8.0,3002654,3294686,2761344,3959736,2502750,2974745,3870874,3799840
19.0,3107645,3458826,2862488,4135196,2617125,3092140,4019166,3951072
28.0,3234786,3585044,2962128,4297072,2710875,3197574,4168024,4096320
