,A,B,C,D,E,F,G,H,J,K,L,M
5.0,13324,13956,13314,13848,13531,13377,13315,13319,13790,13794,13403,13293
12.0,13943,14348,13803,14275,13784,13976,13932,13936,14162,14267,13920,13824
20.0,14459,14928,14406,14658,14267,14489,14447,14451,14717,14669,14493,14408
