,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,11531,11814,11745,11875,11805,11922,11875,11586,11652,11572,11666,11421,11965,11965,11709,11827,10771,12540,11965,11965,11537,11652,11424,11617
18.0,11785,11920,11696,12116,12298,12176,11984,11845,11926,12085,11738,11581,11996,11996,11800,11704,11145,11704,11996,12372,11620,11704,12025,12280
28.0,12198,12083,12206,11937,12788,12594,11922,12563,11922,12116,12113,11877,11940,11940,12376,11922,11661,11922,11940,12238,12268,12542,12456,11685
