,1,10,11,12,2,3,4,5,6,7,8,9
7.0,9685,9284,9012,9313,9462,10408,10613,9768,9608,9277,9230,9658
18.0,10169,9769,9631,9863,9856,10355,10737,10294,10035,9829,9709,10156
29.0,10473,10069,10089,10289,10309,10533,11269,11450,10417,10230,10071,10529
