,13,14,15,17,18,19,20,21,22,4,5,6,9
9.0,3163440,2602992,2622804,2535555,2649474,2602611,3151190,3159030,2617470,3176670,3306030,2545461,2602611
20.0,3371200,2731008,2755773,2709291,2793873,2732151,3350130,3359930,2758440,3266340,3410890,2594610,2732151
30.0,3568670,2846451,2873883,2826258,2905506,2848356,3419710,3445680,2873502,3551520,3581410,2704338,2848356
