,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,11530,11364,11580,11241,11351,11530,11559,11500,11606,11560,11509,11276,11277,11351,11530,11538,11530,11530,11159,11266,11530,11567,11530,11593
18.0,11989,11443,12041,11851,11829,12071,11897,11970,12231,12108,12071,11721,11853,11826,11812,11988,12071,12017,11648,11800,12071,12066,12071,12062
28.0,12458,12003,12472,12341,12196,12472,12403,12446,12696,12571,12472,12143,12293,12257,12472,12443,12472,12472,12196,12309,12472,12563,12472,12510
