,1,11,13,15,17,18,19,2,21,23,30,8,9
8.0,381,485,443,217,264,217,443,443,485,443,443,153,443
18.0,381,485,443,217,264,217,443,443,485,443,443,153,443
28.0,381,485,443,217,264,217,443,443,485,443,443,153,443
