,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6913350,15363,450,363,3,NST
16.0/F中層A,16.0,中層,A,7223850,16053,450,354,3,NST
25.0/F高層A,25.0,高層,A,7665300,17034,450,407,4,NST
6.0/F低層B,6.0,低層,B,7193250,15985,450,359,3,NST
16.0/F中層B,16.0,中層,B,7536600,16748,450,371,3,NST
25.0/F高層B,25.0,高層,B,7797150,17327,450,345,3,NST
6.0/F低層C,6.0,低層,C,5422641,16583,327,328,3,NST
16.0/F中層C,16.0,中層,C,5590392,17096,327,373,3,NST
25.0/F高層C,25.0,高層,C,5787246,17698,327,424,3,NST
6.0/F低層D,6.0,低層,D,5370975,16425,327,352,3,NST
16.0/F中層D,16.0,中層,D,5606415,17145,327,358,3,NST
25.0/F高層D,25.0,高層,D,5774493,17659,327,379,3,NST
6.0/F低層E,6.0,低層,E,6932250,15405,450,354,4,NST
16.0/F中層E,16.0,中層,E,7247250,16105,450,377,4,NST
25.0/F高層E,25.0,高層,E,7024500,15610,450,379,4,NST
6.0/F低層F,6.0,低層,F,7078950,15731,450,343,4,NST
16.0/F中層F,16.0,中層,F,7527600,16728,450,352,4,NST
25.0/F高層F,25.0,高層,F,8177850,18173,450,348,4,NST
6.0/F低層G,6.0,低層,G,5512566,16858,327,366,3,NST
16.0/F中層G,16.0,中層,G,5601183,17129,327,352,3,NST
25.0/F高層G,25.0,高層,G,5793132,17716,327,342,3,NST
6.0/F低層H,6.0,低層,H,5460900,16700,327,321,3,NST
16.0/F中層H,16.0,中層,H,5756835,17605,327,389,3,NST
25.0/F高層H,25.0,高層,H,5926875,18125,327,324,3,NST
